Gene start (bp),Gene end (bp),Gene name,Transcript start (bp),Transcript end (bp)
138347648,138405534,MRAS,138347648,138405534
14838306,14871741,HSPA14,14838306,14871741
14838306,14871741,HSPA14,14838437,14849668
14838306,14871741,HSPA14,14850715,14854207
105236338,105243173,,105236338,105243173
100852331,100859262,,100852331,100859262
57216794,57226449,NXPH4,57216794,57226449
57216794,57226449,NXPH4,57216829,57226448
57216794,57226449,NXPH4,57219869,57225419
157466231,157499716,,157466231,157499716
126600925,126627252,PHAX,126600947,126627252
126600925,126627252,PHAX,126600925,126604064
126600925,126627252,PHAX,126603561,126617333
126600925,126627252,PHAX,126608357,126625209
126600925,126627252,PHAX,126617235,126625478
103562962,103685924,,103562962,103685924
149262171,149297302,ZNF783,149262196,149284988
149262171,149297302,ZNF783,149262171,149297301
149262171,149297302,ZNF783,149262215,149295185
149262171,149297302,ZNF783,149278132,149297302
149262171,149297302,ZNF783,149278138,149293488
79341205,79503396,,79341205,79503396
79341205,79503396,,79392252,79455460
79341205,79503396,,79393672,79503362
73648666,73649039,,73648666,73649039
83962176,83962583,,83962176,83962583
34755084,34813505,,34755084,34813284
34755084,34813505,,34755128,34813505
34755084,34813505,,34755162,34790869
34755084,34813505,,34796351,34812072
103567405,103567545,RNU4-68P,103567405,103567545
111405923,111451623,SH2B3,111405923,111451623
111405923,111451623,SH2B3,111418340,111444848
111405923,111451623,SH2B3,111434862,111449202
103682362,103684015,,103682362,103684015
103687576,103688127,,103687576,103688127
103694516,103695050,,103694516,103695050
103694560,103695170,,103694560,103695170
59348648,59359889,,59348648,59359889
103696353,103697163,,103696353,103697163
57527187,57529009,,57527187,57529009
75249232,75249407,,75249232,75249407
86932199,86934891,,86932199,86934891
61588049,61589904,,61588049,61589904
80373364,80374621,,80373364,80374621
48120990,48142672,SLC24A5,48120990,48142672
48120990,48142672,SLC24A5,48121004,48124678
48120990,48142672,SLC24A5,48121024,48142395
48120990,48142672,SLC24A5,48121976,48137202
103697609,103715504,XRCC3,103697609,103715443
103697609,103715504,XRCC3,103697617,103715451
103697609,103715504,XRCC3,103697617,103715504
103697609,103715504,XRCC3,103697618,103708855
103697609,103715504,XRCC3,103697618,103712104
103697609,103715504,XRCC3,103698739,103715459
103697609,103715504,XRCC3,103698943,103703347
103697609,103715504,XRCC3,103700453,103703327
103697609,103715504,XRCC3,103702016,103703237
103697609,103715504,XRCC3,103703278,103708826
103697609,103715504,XRCC3,103704396,103715483
103697609,103715504,XRCC3,103706332,103715459
103697609,103715504,XRCC3,103707071,103714250
103697609,103715504,XRCC3,103707103,103715484
103697609,103715504,XRCC3,103708429,103715459
103697609,103715504,XRCC3,103708530,103715484
103697609,103715504,XRCC3,103708572,103715486
103697609,103715504,XRCC3,103708579,103714213
47550196,47550753,ATP6V0E1P4,47550196,47550753
84498325,84506581,GNG5,84498325,84503833
84498325,84506581,GNG5,84498325,84506581
84498325,84506581,GNG5,84498329,84506565
135034521,135035894,,135034521,135035894
53109816,53127673,,53109842,53115123
53109816,53127673,,53109877,53114197
53109816,53127673,,53109899,53115126
53109816,53127673,,53109841,53113349
53109816,53127673,,53109881,53115126
53109816,53127673,,53109816,53114978
53109816,53127673,,53109823,53115115
53109816,53127673,,53109844,53115069
53109816,53127673,,53109860,53127673
53109816,53127673,,53110095,53115055
96145602,96147012,,96145602,96147012
32825359,32926693,LINC00486,32825359,32842597
32825359,32926693,LINC00486,32825443,32926693
32825359,32926693,LINC00486,32841014,32902123
32825359,32926693,LINC00486,32882801,32926522
32825359,32926693,LINC00486,32825422,32842565
32825359,32926693,LINC00486,32825440,32842622
32825359,32926693,LINC00486,32825443,32903622
32825359,32926693,LINC00486,32825450,32902556
105565120,105600875,EFCAB10,105565120,105591520
105565120,105600875,EFCAB10,105565124,105581493
105565120,105600875,EFCAB10,105565233,105581496
105565120,105600875,EFCAB10,105566323,105581486
105565120,105600875,EFCAB10,105567102,105600875
105565120,105600875,EFCAB10,105567195,105581690
134394360,134395008,,134394360,134395008
43192071,43280850,NIM1K,43192071,43245330
43192071,43280850,NIM1K,43192225,43280850
43192071,43280850,NIM1K,43192231,43245362
43192071,43280850,NIM1K,43192270,43245201
43192071,43280850,NIM1K,43192852,43280848
35816391,35828747,FAM221B,35816391,35828732
35816391,35828747,FAM221B,35816391,35828747
35816391,35828747,FAM221B,35819344,35828579
35816391,35828747,FAM221B,35825891,35828732
71182738,71227103,PAIP2B,71182738,71227103
95071732,95087924,,95071732,95087924
55449509,55455139,SBF1P1,55449509,55455139
120913065,121119754,,120913065,121119754
73358670,73364212,,73358913,73362475
73358670,73364212,,73358913,73362788
73358670,73364212,,73358670,73362886
73358670,73364212,,73358708,73364212
73358670,73364212,,73358702,73362882
88122982,88128062,FABP1,88122982,88128062
88122982,88128062,FABP1,88123020,88128049
88122982,88128062,FABP1,88123029,88128041
88122982,88128062,FABP1,88125912,88128059
131944408,131968220,,131944408,131968220
119867419,119874488,,119867419,119874488
119867419,119874488,,119872478,119874483
39692182,39763914,PPIE,39692182,39745403
39692182,39763914,PPIE,39738879,39742481
39692182,39763914,PPIE,39738882,39756769
39692182,39763914,PPIE,39738885,39763914
39692182,39763914,PPIE,39738886,39741843
39692182,39763914,PPIE,39738888,39753716
39692182,39763914,PPIE,39738890,39753716
39692182,39763914,PPIE,39738901,39753052
39692182,39763914,PPIE,39738901,39753266
39692182,39763914,PPIE,39738901,39753444
39692182,39763914,PPIE,39738901,39763914
39692182,39763914,PPIE,39738904,39749088
39692182,39763914,PPIE,39738908,39753716
39692182,39763914,PPIE,39738990,39745498
39692182,39763914,PPIE,39761199,39763914
63586000,63589408,,63586000,63589408
130994253,130996164,,130994253,130996164
55227219,55230279,,55227219,55230279
10168783,10169006,,10168783,10169006
58228914,58315183,,58228914,58315183
58228914,58315183,,58229465,58286807
137755740,137760740,,137755740,137760740
137755740,137760740,,137757879,137759897
57888975,57934329,,57889576,57890809
57888975,57934329,,57889208,57934329
57888975,57934329,,57888975,57918974
80288449,80289781,KRT18P45,80288449,80289781
53739611,53898976,,53739611,53898044
53739611,53898976,,53739675,53897895
53739611,53898976,,53739676,53898044
53739611,53898976,,53750848,53898976
98603253,98606340,,98603253,98606340
61831947,61833024,,61831947,61833024
124973295,124979389,ZNF572,124973295,124979389
40778216,40796942,RAB4B,40778216,40792572
40778216,40796942,RAB4B,40778250,40786760
40778216,40796942,RAB4B,40778247,40796942
40778216,40796942,RAB4B,40778274,40783973
40778216,40796942,RAB4B,40778309,40796890
40778216,40796942,RAB4B,40778378,40786978
40778216,40796942,RAB4B,40779047,40796938
40778216,40796942,RAB4B,40785533,40796938
97504663,97690180,LINC01340,97504696,97671046
97504663,97690180,LINC01340,97504696,97690180
97504663,97690180,LINC01340,97504723,97532386
97504663,97690180,LINC01340,97504696,97671633
97504663,97690180,LINC01340,97504712,97531867
97504663,97690180,LINC01340,97504663,97532414
65408084,65408672,TLE1P1,65408084,65408672
58633946,58666834,FAM3D,58633946,58666774
58633946,58666834,FAM3D,58637142,58657766
58633946,58666834,FAM3D,58637152,58666834
58633946,58666834,FAM3D,58637155,58657696
58633946,58666834,FAM3D,58643676,58657748
65438549,65534810,LAS1L,65438549,65534782
65438549,65534810,LAS1L,65499118,65534754
65438549,65534810,LAS1L,65512582,65534754
65438549,65534810,LAS1L,65512582,65534754
65438549,65534810,LAS1L,65512582,65534787
65438549,65534810,LAS1L,65512583,65534756
65438549,65534810,LAS1L,65512583,65534775
65438549,65534810,LAS1L,65512588,65534776
65438549,65534810,LAS1L,65512588,65534806
65438549,65534810,LAS1L,65512603,65534757
65438549,65534810,LAS1L,65512603,65534787
65438549,65534810,LAS1L,65512603,65534798
65438549,65534810,LAS1L,65512603,65534798
65438549,65534810,LAS1L,65512603,65534798
65438549,65534810,LAS1L,65512603,65534798
65438549,65534810,LAS1L,65512603,65534798
65438549,65534810,LAS1L,65512603,65534798
65438549,65534810,LAS1L,65512603,65534800
65438549,65534810,LAS1L,65512603,65534810
65438549,65534810,LAS1L,65512623,65534798
65438549,65534810,LAS1L,65520429,65523617
65438549,65534810,LAS1L,65520467,65534798
65438549,65534810,LAS1L,65520495,65534798
65438549,65534810,LAS1L,65520627,65534798
65438549,65534810,LAS1L,65524764,65534798
35859055,35859980,OR13E1P,35859055,35859980
89581209,89677701,LINC02161,89581209,89677701
89419718,89526047,POC1B,89419718,89429460
89419718,89526047,POC1B,89419718,89525615
89419718,89526047,POC1B,89419718,89526047
89419718,89526047,POC1B,89420787,89461842
89419718,89526047,POC1B,89420896,89525563
89419718,89526047,POC1B,89421154,89526000
89419718,89526047,POC1B,89425167,89525997
89419718,89526047,POC1B,89425287,89525205
89419718,89526047,POC1B,89459671,89472695
89419718,89526047,POC1B,89460710,89525993
89419718,89526047,POC1B,89466673,89470405
89419718,89526047,POC1B,89466768,89525415
89419718,89526047,POC1B,89485269,89526020
89419718,89526047,POC1B,89492075,89526000
35874810,35875194,NDUFA5P4,35874810,35875194
76285542,76311462,,76285542,76311462
35906202,35907136,HRCT1,35906202,35907136
53880293,53881051,,53880293,53881051
55530156,55530701,RNF138P1,55530156,55530701
129225023,129430211,AHCYL2,129225023,129430211
129225023,129430211,AHCYL2,129225050,129430211
129225023,129430211,AHCYL2,129351503,129397269
129225023,129430211,AHCYL2,129368123,129389113
129225023,129430211,AHCYL2,129368141,129427211
129225023,129430211,AHCYL2,129375643,129427175
129225023,129430211,AHCYL2,129375837,129400320
129225023,129430211,AHCYL2,129377538,129427212
129225023,129430211,AHCYL2,129388093,129397319
129225023,129430211,AHCYL2,129388807,129400361
129225023,129430211,AHCYL2,129400300,129405508
129225023,129430211,AHCYL2,129424727,129427220
100046450,100046970,MTND6P22,100046450,100046970
35909490,35937153,SPAAR,35909490,35911686
35909490,35937153,SPAAR,35909492,35937153
35909490,35937153,SPAAR,35910076,35911613
35909490,35937153,SPAAR,35915461,35937152
35909490,35937153,SPAAR,35930012,35937151
39284140,39424868,C9,39284140,39364495
39284140,39424868,C9,39315769,39371290
39284140,39424868,C9,39331773,39424868
39284140,39424868,C9,39341081,39364495
14877688,14878686,SUV39H2-DT,14877688,14878686
54046367,54102017,LYPLA1,54046367,54101947
54046367,54102017,LYPLA1,54047407,54101828
54046367,54102017,LYPLA1,54047792,54101444
54046367,54102017,LYPLA1,54047963,54052898
54046367,54102017,LYPLA1,54051011,54101977
54046367,54102017,LYPLA1,54051072,54101855
54046367,54102017,LYPLA1,54051125,54101554
54046367,54102017,LYPLA1,54052654,54101535
54046367,54102017,LYPLA1,54052742,54101858
54046367,54102017,LYPLA1,54053198,54101849
54046367,54102017,LYPLA1,54054453,54101854
54046367,54102017,LYPLA1,54055102,54101554
54046367,54102017,LYPLA1,54100350,54101928
54046367,54102017,LYPLA1,54046368,54102017
54046367,54102017,LYPLA1,54046368,54101554
102914585,102915404,,102914585,102915404
35922159,35925554,,35922159,35925554
94588522,94604573,,94588522,94604573
35943210,35943934,PGAM1P2,35943210,35943934
102918294,103090222,CNNM2,102918294,103090222
102918294,103090222,CNNM2,102918317,102927618
102918294,103090222,CNNM2,102918357,103078351
102918294,103090222,CNNM2,103068436,103077029
35957108,35958154,OR2S2,35957108,35958154
35971344,35972318,YBX1P10,35971344,35972318
79505804,79567802,LNCARSR,79505804,79532342
79505804,79567802,LNCARSR,79505858,79506999
79505804,79567802,LNCARSR,79515643,79532342
79505804,79567802,LNCARSR,79517811,79567802
79505804,79567802,LNCARSR,79517865,79532336
79505804,79567802,LNCARSR,79517873,79567759
79505804,79567802,LNCARSR,79517873,79567767
79505804,79567802,LNCARSR,79517873,79567777
79505804,79567802,LNCARSR,79517878,79567773
79505804,79567802,LNCARSR,79517953,79532321
82831234,82866508,,82831234,82866508
76347904,76905444,SCAPER,76347904,76905340
76347904,76905444,SCAPER,76348185,76861944
76347904,76905444,SCAPER,76348197,76354651
76347904,76905444,SCAPER,76348453,76354547
76347904,76905444,SCAPER,76379709,76905403
76347904,76905444,SCAPER,76381564,76385251
76347904,76905444,SCAPER,76434133,76498597
76347904,76905444,SCAPER,76434181,76576951
76347904,76905444,SCAPER,76434260,76665658
76347904,76905444,SCAPER,76471096,76621829
76347904,76905444,SCAPER,76471262,76576985
76347904,76905444,SCAPER,76702966,76905337
76347904,76905444,SCAPER,76702966,76905444
76347904,76905444,SCAPER,76705926,76905279
76347904,76905444,SCAPER,76766980,76775064
76347904,76905444,SCAPER,76771813,76800267
76347904,76905444,SCAPER,76771883,76797608
76347904,76905444,SCAPER,76774932,76797543
76347904,76905444,SCAPER,76795304,76905351
76347904,76905444,SCAPER,76795392,76905349
76347904,76905444,SCAPER,76800275,76905349
76347904,76905444,SCAPER,76841792,76905367
76347904,76905444,SCAPER,76348188,76883876
97348899,97349179,IGKV3OR2-5,97348899,97349179
79391304,79391759,CHCHD2P9,79391304,79391759
70941817,70948610,ATP6V1B1-AS1,70941817,70948552
70941817,70948610,ATP6V1B1-AS1,70941827,70948610
20331446,20332277,,20331446,20332277
20341669,20622499,MLLT3,20341669,20622499
20341669,20622499,MLLT3,20345077,20382487
20341669,20622499,MLLT3,20346199,20621873
20341669,20622499,MLLT3,20346293,20363569
20341669,20622499,MLLT3,20346353,20382471
20341669,20622499,MLLT3,20346406,20382469
20341669,20622499,MLLT3,20360742,20411962
20341669,20622499,MLLT3,20360753,20382452
20341669,20622499,MLLT3,20362705,20622440
75524068,75542706,EVA1A-AS,75524068,75542706
85751344,85791383,ATOH8,85751344,85788066
85751344,85791383,ATOH8,85753991,85791383
85751344,85791383,ATOH8,85754647,85775213
85751344,85791383,ATOH8,85760749,85781167
85751344,85791383,ATOH8,85781034,85788039
97094935,97097433,,97094935,97097433
81194337,81201184,ANKRD11P1,81194337,81201184
103027336,103027498,,103027336,103027498
103125017,103125416,RPS15AP29,103125017,103125416
87455476,87767359,,87455476,87739214
87455476,87767359,,87455488,87767359
43360685,43368970,,43360685,43368970
103175554,103176094,MARCKSL1P1,103175554,103176094
103215709,103216800,ST13P13,103215709,103216800
57261354,57262738,,57261354,57262738
103245887,103248016,RPEL1,103245887,103248016
54294049,54294366,,54294049,54294366
41956879,41994232,,41956879,41994232
103277138,103290346,INA,103277138,103290346
54973817,54974417,,54973817,54974417
85657314,85668741,SFTPB,85657314,85668199
85657314,85668741,SFTPB,85658255,85668172
85657314,85668741,SFTPB,85658290,85668741
85657314,85668741,SFTPB,85661218,85663478
85657314,85668741,SFTPB,85662214,85663547
85657314,85668741,SFTPB,85666535,85668189
85657314,85668741,SFTPB,85657318,85668741
40524878,40574685,ZNF621,40524878,40533526
40524878,40574685,ZNF621,40524960,40539782
40524878,40574685,ZNF621,40524898,40534071
40524878,40574685,ZNF621,40524983,40574685
40524878,40574685,ZNF621,40525006,40532257
40524878,40574685,ZNF621,40525416,40532228
40524878,40574685,ZNF621,40529288,40532861
40524878,40574685,ZNF621,40524878,40539794
97160867,97183247,RIOK2,97160867,97183247
97160867,97183247,RIOK2,97162936,97167577
97160867,97183247,RIOK2,97164959,97167719
97160867,97183247,RIOK2,97166746,97183222
97160867,97183247,RIOK2,97177004,97183170
97160867,97183247,RIOK2,97178830,97183160
97160867,97183247,RIOK2,97179143,97183242
103302796,103351144,PCGF6,103302796,103351079
103302796,103351144,PCGF6,103302796,103351140
103302796,103351144,PCGF6,103303127,103351081
103302796,103351144,PCGF6,103303128,103351144
103302796,103351144,PCGF6,103348355,103348939
153667318,153668106,MTCO3P31,153667318,153668106
47019837,47045775,NPAS1,47019837,47045775
47019837,47045775,NPAS1,47019849,47045727
47019837,47045775,NPAS1,47020886,47045759
47019837,47045775,NPAS1,47035329,47045758
47019837,47045775,NPAS1,47035332,47040758
47019837,47045775,NPAS1,47035348,47041125
47019837,47045775,NPAS1,47035350,47042877
47019837,47045775,NPAS1,47035889,47040733
143536845,143831185,PHACTR2,143536845,143824164
143536845,143831185,PHACTR2,143608180,143831185
143536845,143831185,PHACTR2,143608185,143823750
143536845,143831185,PHACTR2,143677965,143824121
143536845,143831185,PHACTR2,143677983,143826177
143536845,143831185,PHACTR2,143678019,143754138
143536845,143831185,PHACTR2,143678024,143765500
143536845,143831185,PHACTR2,143678048,143765474
143536845,143831185,PHACTR2,143678068,143755499
143536845,143831185,PHACTR2,143678173,143712336
143536845,143831185,PHACTR2,143748928,143765665
143536845,143831185,PHACTR2,143774168,143789364
83213005,83213404,RPL32P24,83213005,83213404
119729583,119739623,,119729583,119739623
121292681,121313410,SC5D,121292771,121313410
121292681,121313410,SC5D,121292681,121304925
121292681,121313410,SC5D,121292759,121306741
121292681,121313410,SC5D,121292771,121305710
121292681,121313410,SC5D,121292771,121307124
121292681,121313410,SC5D,121292771,121308630
121292681,121313410,SC5D,121292852,121308633
121292681,121313410,SC5D,121304385,121307265
121292681,121313410,SC5D,121305750,121307843
134928030,134928326,MTND4LP30,134928030,134928326
20411148,20411238,MIR4473,20411148,20411238
20418321,20418427,RNU4-26P,20418321,20418427
20502265,20502342,MIR4474,20502265,20502342
56909260,56925532,SETD9,56909260,56916944
56909260,56925532,SETD9,56909596,56917348
56909260,56925532,SETD9,56909352,56925532
56909260,56925532,SETD9,56909593,56911588
56909260,56925532,SETD9,56909615,56917348
56909260,56925532,SETD9,56909624,56913116
